Scaled and translated NACA 2412
3.128989999999999938e+00 6.338779999999999415e-01
3.107152000000000136e+00 6.359019999999999673e-01
3.085326000000000235e+00 6.378519999999999746e-01
3.063509999999999955e+00 6.397300000000000209e-01
3.041706000000000021e+00 6.415319999999999911e-01
3.019916000000000267e+00 6.432579999999999965e-01
2.998140000000000249e+00 6.449080000000000368e-01
2.976382000000000083e+00 6.464760000000000506e-01
2.954639999999999933e+00 6.479639999999999844e-01
2.932922000000000029e+00 6.493679999999999453e-01
2.911226000000000091e+00 6.506879999999999331e-01
2.889559999999999906e+00 6.519200000000000550e-01
2.867928000000000033e+00 6.530639999999999779e-01
2.846338000000000257e+00 6.541139999999999732e-01
2.824807999999999986e+00 6.550719999999999876e-01
2.803358000000000239e+00 6.559340000000000170e-01
2.782017999999999880e+00 6.566840000000000455e-01
2.760769999999999946e+00 6.573039999999999994e-01
2.739589999999999748e+00 6.577939999999999898e-01
2.718466000000000271e+00 6.581479999999999553e-01
2.697391999999999790e+00 6.583680000000000643e-01
2.676365999999999801e+00 6.584480000000000333e-01
2.655390000000000139e+00 6.583900000000000308e-01
2.634459999999999802e+00 6.581879999999999953e-01
2.613583999999999907e+00 6.578399999999999803e-01
2.592762000000000011e+00 6.573440000000000394e-01
2.571995999999999949e+00 6.566980000000000040e-01
2.551295999999999786e+00 6.558939999999999770e-01
2.530660000000000132e+00 6.549340000000000162e-01
2.510098000000000162e+00 6.538120000000000598e-01
2.489615999999999829e+00 6.525259999999999394e-01
2.469219999999999970e+00 6.510719999999999841e-01
2.448916000000000093e+00 6.494440000000000213e-01
2.428713999999999817e+00 6.476420000000000510e-01
2.408628000000000213e+00 6.456619999999999582e-01
2.388663999999999898e+00 6.434980000000000144e-01
2.368840000000000057e+00 6.411480000000000512e-01
2.349171999999999816e+00 6.386080000000000645e-01
2.329679999999999751e+00 6.358759999999999968e-01
2.310388000000000108e+00 6.329500000000000126e-01
2.291325999999999752e+00 6.298280000000000545e-01
2.272531999999999996e+00 6.265119999999999578e-01
2.254049999999999887e+00 6.230040000000000022e-01
2.235937999999999981e+00 6.193119999999999736e-01
2.218259999999999899e+00 6.154459999999999376e-01
2.201096000000000164e+00 6.114220000000000210e-01
2.184536000000000033e+00 6.072640000000000260e-01
2.168674000000000213e+00 6.030020000000000380e-01
2.153605999999999909e+00 5.986719999999999819e-01
2.139418000000000042e+00 5.943159999999999554e-01
2.126173999999999786e+00 5.899760000000000559e-01
2.113916000000000128e+00 5.856900000000000439e-01
2.102647999999999850e+00 5.814939999999999554e-01
2.092347999999999875e+00 5.774120000000000363e-01
2.082969999999999988e+00 5.734580000000000233e-01
2.074450000000000127e+00 5.696419999999999817e-01
2.066717999999999833e+00 5.659640000000000226e-01
2.059698000000000029e+00 5.624219999999999775e-01
2.053322000000000092e+00 5.590040000000000564e-01
2.047520000000000007e+00 5.557020000000000293e-01
2.042234000000000105e+00 5.525079999999999991e-01
2.037409999999999943e+00 5.494080000000000075e-01
2.033004000000000033e+00 5.463900000000000423e-01
2.028971999999999998e+00 5.434480000000000421e-01
2.025284000000000084e+00 5.405680000000000485e-01
2.021907999999999817e+00 5.377439999999999998e-01
2.018823999999999952e+00 5.349639999999999951e-01
2.016007999999999800e+00 5.322240000000000304e-01
2.013447999999999904e+00 5.295119999999999827e-01
2.011127999999999805e+00 5.268260000000000165e-01
2.009040000000000159e+00 5.241599999999999593e-01
2.007178000000000129e+00 5.215100000000000291e-01
2.005536000000000207e+00 5.188739999999999464e-01
2.004109999999999836e+00 5.162499999999999867e-01
2.002902000000000182e+00 5.136399999999999855e-01
2.001905999999999963e+00 5.110460000000000003e-01
2.001123999999999903e+00 5.084760000000000391e-01
2.000551999999999886e+00 5.059339999999999948e-01
2.000183999999999962e+00 5.034279999999999866e-01
2.000016000000000016e+00 5.009799999999999809e-01
2.000032000000000032e+00 4.985680000000000112e-01
2.000242000000000075e+00 4.961180000000000034e-01
2.000662000000000162e+00 4.936300000000000132e-01
2.001306000000000029e+00 4.911260000000000070e-01
2.002180000000000071e+00 4.886199999999999988e-01
2.003292000000000073e+00 4.861219999999999986e-01
2.004643999999999870e+00 4.836480000000000223e-01
2.006234000000000073e+00 4.812060000000000226e-01
2.008059999999999956e+00 4.788020000000000054e-01
2.010120000000000129e+00 4.764380000000000281e-01
2.012417999999999818e+00 4.741139999999999799e-01
2.014952000000000076e+00 4.718299999999999716e-01
2.017729999999999801e+00 4.695819999999999994e-01
2.020760000000000112e+00 4.673660000000000037e-01
2.024052000000000184e+00 4.651759999999999784e-01
2.027626000000000150e+00 4.630099999999999771e-01
2.031498000000000026e+00 4.608599999999999919e-01
2.035698000000000008e+00 4.587220000000000186e-01
2.040252000000000177e+00 4.565919999999999979e-01
2.045199999999999907e+00 4.544599999999999751e-01
2.050586000000000020e+00 4.523260000000000058e-01
2.056458000000000119e+00 4.501840000000000286e-01
2.062876000000000154e+00 4.480279999999999818e-01
2.069910000000000139e+00 4.458599999999999786e-01
2.077631999999999923e+00 4.436780000000000168e-01
2.086127999999999982e+00 4.414819999999999856e-01
2.095479999999999787e+00 4.392759999999999998e-01
2.105776000000000092e+00 4.370700000000000141e-01
2.117090000000000138e+00 4.348779999999999868e-01
2.129481999999999875e+00 4.327139999999999875e-01
2.142974000000000157e+00 4.306039999999999868e-01
2.157561999999999980e+00 4.285720000000000085e-01
2.173195999999999906e+00 4.266440000000000232e-01
2.189794000000000018e+00 4.248419999999999974e-01
2.207250000000000156e+00 4.231840000000000046e-01
2.225449999999999928e+00 4.216860000000000053e-01
2.244277999999999995e+00 4.203520000000000034e-01
2.263630000000000031e+00 4.191840000000000011e-01
2.283418000000000170e+00 4.181799999999999962e-01
2.303566000000000003e+00 4.173339999999999828e-01
2.324015999999999860e+00 4.166400000000000103e-01
2.344717999999999858e+00 4.160860000000000114e-01
2.365638000000000130e+00 4.156679999999999819e-01
2.386741999999999919e+00 4.153740000000000210e-01
2.408009999999999984e+00 4.151960000000000095e-01
2.429418000000000077e+00 4.151239999999999930e-01
2.450953999999999855e+00 4.151540000000000230e-01
2.472602000000000189e+00 4.152759999999999785e-01
2.494353999999999960e+00 4.154840000000000200e-01
2.516198000000000157e+00 4.157699999999999729e-01
2.538127999999999940e+00 4.161279999999999979e-01
2.560135999999999967e+00 4.165520000000000334e-01
2.582215999999999845e+00 4.170360000000000178e-01
2.604362000000000066e+00 4.175760000000000027e-01
2.626570000000000071e+00 4.181659999999999822e-01
2.648833999999999911e+00 4.188020000000000076e-01
2.671152000000000193e+00 4.194780000000000175e-01
2.693513999999999964e+00 4.201900000000000079e-01
2.715914000000000161e+00 4.209340000000000304e-01
2.738345999999999947e+00 4.217079999999999718e-01
2.760793999999999748e+00 4.225039999999999907e-01
2.783241999999999994e+00 4.233200000000000296e-01
2.805652000000000257e+00 4.241519999999999735e-01
2.828006000000000242e+00 4.250200000000000089e-01
2.850337999999999816e+00 4.259319999999999773e-01
2.872667999999999999e+00 4.268859999999999877e-01
2.895007999999999804e+00 4.278799999999999826e-01
2.917361999999999789e+00 4.289120000000000155e-01
2.939734000000000069e+00 4.299779999999999713e-01
2.962127999999999872e+00 4.310800000000000187e-01
2.984539999999999971e+00 4.322119999999999851e-01
3.006974000000000036e+00 4.333719999999999795e-01
3.029428000000000232e+00 4.345620000000000038e-01
3.051902000000000115e+00 4.357759999999999967e-01
3.074392000000000014e+00 4.370140000000000136e-01
3.096899999999999764e+00 4.382759999999999989e-01
3.119425999999999810e+00 4.395580000000000043e-01
3.141966000000000037e+00 4.408600000000000296e-01
3.164521999999999835e+00 4.421800000000000175e-01
3.187089999999999979e+00 4.435160000000000213e-01
3.209672000000000303e+00 4.448699999999999877e-01
3.232263999999999804e+00 4.462360000000000215e-01
3.254869999999999930e+00 4.476160000000000139e-01
3.277484000000000286e+00 4.490080000000000182e-01
3.300107999999999819e+00 4.504119999999999790e-01
