Custom airfoil
     1.000000    0.001272
     0.995976    0.002102
     0.989294    0.003472
     0.981807    0.004991
     0.973535    0.006651
     0.964559    0.008431
     0.955003    0.010302
     0.945005    0.012234
     0.934693    0.014198
     0.924167    0.016174
     0.913497    0.018147
     0.902734    0.020107
     0.891910    0.022049
     0.881047    0.023968
     0.870157    0.025862
     0.859249    0.027728
     0.848324    0.029568
     0.837392    0.031380
     0.826449    0.033164
     0.815500    0.034920
     0.804545    0.036647
     0.793585    0.038345
     0.782618    0.040015
     0.771649    0.041657
     0.760677    0.043269
     0.749700    0.044853
     0.738722    0.046407
     0.727742    0.047932
     0.716759    0.049427
     0.705773    0.050893
     0.694788    0.052329
     0.683802    0.053734
     0.672815    0.055109
     0.661827    0.056453
     0.650841    0.057766
     0.639855    0.059047
     0.628871    0.060296
     0.617891    0.061512
     0.606910    0.062695
     0.595932    0.063846
     0.584959    0.064962
     0.573989    0.066043
     0.563021    0.067090
     0.552061    0.068101
     0.541105    0.069075
     0.530154    0.070012
     0.519211    0.070911
     0.508272    0.071771
     0.497345    0.072593
     0.486425    0.073374
     0.475515    0.074114
     0.464615    0.074811
     0.453729    0.075466
     0.442857    0.076077
     0.432006    0.076643
     0.421177    0.077161
     0.410377    0.077633
     0.399624    0.078056
     0.388928    0.078420
     0.378274    0.078718
     0.367656    0.078950
     0.357066    0.079114
     0.346502    0.079210
     0.335961    0.079236
     0.325444    0.079192
     0.314954    0.079075
     0.304490    0.078884
     0.294053    0.078618
     0.283649    0.078277
     0.273276    0.077856
     0.262937    0.077356
     0.252637    0.076774
     0.242378    0.076110
     0.232166    0.075361
     0.222000    0.074523
     0.211888    0.073599
     0.201836    0.072584
     0.191850    0.071477
     0.181937    0.070276
     0.172106    0.068979
     0.162368    0.067586
     0.152736    0.066096
     0.143227    0.064508
     0.133860    0.062824
     0.124660    0.061045
     0.115657    0.059176
     0.106887    0.057223
     0.098390    0.055195
     0.090212    0.053106
     0.082402    0.050971
     0.075004    0.048809
     0.068059    0.046643
     0.061594    0.044491
     0.055622    0.042372
     0.050142    0.040302
     0.045139    0.038292
     0.040585    0.036347
     0.036447    0.034472
     0.032690    0.032664
     0.029276    0.030923
     0.026172    0.029243
     0.023344    0.027618
     0.020764    0.026045
     0.018407    0.024518
     0.016252    0.023030
     0.014277    0.021578
     0.012468    0.020155
     0.010811    0.018760
     0.009295    0.017385
     0.007910    0.016029
     0.006650    0.014686
     0.005507    0.013356
     0.004477    0.012034
     0.003558    0.010720
     0.002747    0.009413
     0.002042    0.008111
     0.001444    0.006816
     0.000950    0.005528
     0.000562    0.004252
     0.000278    0.002989
     0.000094    0.001745
     0.000008    0.000526
     0.000015   -0.000680
     0.000117   -0.001898
     0.000322   -0.003133
     0.000638   -0.004376
     0.001067   -0.005621
     0.001613   -0.006861
     0.002277   -0.008089
     0.003058   -0.009301
     0.003955   -0.010495
     0.004968   -0.011669
     0.006096   -0.012823
     0.007341   -0.013957
     0.008704   -0.015072
     0.010190   -0.016172
     0.011803   -0.017258
     0.013552   -0.018331
     0.015447   -0.019396
     0.017498   -0.020455
     0.019721   -0.021509
     0.022133   -0.022563
     0.024753   -0.023618
     0.027608   -0.024676
     0.030723   -0.025741
     0.034131   -0.026812
     0.037869   -0.027890
     0.041976   -0.028975
     0.046496   -0.030066
     0.051470   -0.031160
     0.056940   -0.032249
     0.062937   -0.033328
     0.069482   -0.034385
     0.076579   -0.035408
     0.084211   -0.036384
     0.092345   -0.037302
     0.100931   -0.038152
     0.109913   -0.038925
     0.119236   -0.039617
     0.128842   -0.040227
     0.138685   -0.040754
     0.148725   -0.041201
     0.158928   -0.041571
     0.169271   -0.041870
     0.179727   -0.042099
     0.190286   -0.042264
     0.200932   -0.042370
     0.211654   -0.042421
     0.222440   -0.042420
     0.233289   -0.042371
     0.244191   -0.042278
     0.255144   -0.042145
     0.266141   -0.041975
     0.277180   -0.041770
     0.288257   -0.041535
     0.299367   -0.041271
     0.310510   -0.040981
     0.321683   -0.040667
     0.332884   -0.040332
     0.344109   -0.039979
     0.355354   -0.039609
     0.366616   -0.039223
     0.377891   -0.038826
     0.389167   -0.038418
     0.400429   -0.038002
     0.411659   -0.037571
     0.422874   -0.037117
     0.434088   -0.036642
     0.445304   -0.036147
     0.456529   -0.035633
     0.467763   -0.035100
     0.479006   -0.034550
     0.490263   -0.033984
     0.501529   -0.033404
     0.512804   -0.032809
     0.524091   -0.032201
     0.535385   -0.031581
     0.546688   -0.030949
     0.558001   -0.030307
     0.569321   -0.029654
     0.580650   -0.028993
     0.591985   -0.028323
     0.603327   -0.027644
     0.614677   -0.026958
     0.626031   -0.026266
     0.637390   -0.025567
     0.648755   -0.024863
     0.660123   -0.024153
     0.671495   -0.023437
     0.682873   -0.022718
     0.694252   -0.021994
     0.705634   -0.021266
     0.717019   -0.020534
     0.728408   -0.019799
     0.739797   -0.019061
     0.751186   -0.018320
     0.762577   -0.017574
     0.773969   -0.016827
     0.785360   -0.016077
     0.796750   -0.015323
     0.808141   -0.014567
     0.819530   -0.013808
     0.830914   -0.013047
     0.842296   -0.012282
     0.853670   -0.011516
     0.865033   -0.010746
     0.876384   -0.009973
     0.887711   -0.009199
     0.899001   -0.008423
     0.910232   -0.007647
     0.921370   -0.006872
     0.932362   -0.006104
     0.943125   -0.005346
     0.953551   -0.004607
     0.963498   -0.003897
     0.972812   -0.003228
     0.981359   -0.002610
     0.989058   -0.002050
     0.995897   -0.001550
     1.000000   -0.001248
